act id;activity;match;errorcode;;phrase id;phrase
1;Answer notice;1;a;;0;0  The intake workflow starts with a notice by telephone at the secretarial office of the mental health care institute .
2;Determine nursing officer;3;;;1;1  This notice is done by the family doctor of somebody who is in need of mental treatment .
3;Record notice;5;;;2;2  The secretarial worker inquires after the name and residence of the patient .
4;Store and print notice;7;;;3;3  On the basis of this information , the doctor is put through to the nursing officer responsible for the part of the region that the patient lives in .
5;Create patient file;8;;;4;4  The nursing officer makes a full inquiry into the mental , health , and social state of the patient in question .
6;Close case;;m;;5;5  This information is recorded on a registration form .
7;Assign intakers;17;;;6;6  At the end of the conversation , this form is handed in at the secretarial office of the institute .
8;Store assignment;23;;;7;7  Here , the information on the form is stored in the information system and subsequently printed .
9;Ask for medical file;26;;;8;8  For new patients , a patient file is created .
10;Update patient file;27;;;9;9  The registration form as well as the print from the information system are stored in the patient file .
11;Hand out cards;24;;;10;10  Patient files are kept at the secretarial office and may not leave the building .
12;Plan meeting with second intaker;33;;;11;11  At the secretarial office , two registration cards are produced for respectively the future first and second intaker of the patient .
13;Plan meeting with first intaker;28;;;12;12  The registration card contains a set of basic patient data .
14;Meet with first intaker;29;;;13;13  The new patient is added on the list of new notices .
15;Meet with second intaker;;m;;14;14  Halfway the week , at Wednesday , a staff meeting of the entire medical team takes place .
16;Type out conversation;35;;;15;15  The medical team consists of social-medical workers , physicians , and a psychiatrist .
17;Complete file with second info;35;;;16;16  At this meeting , the team-leader assigns all new patients on the list of new notices to members of the team .
18;Determine treatment;38;;;17;17  Each patient will be assigned to a social-medical worker , who will act as the first intaker of the patient .
;;;;;18;18  One of the physicians will act as the second intaker .
;;;;;19;19  In assigning intakers , the teamleader takes into account their expertise , the region they are responsible for , earlier contacts they might have had with the patient , and their case load .
;;;;;20;20  The assignments are recorded on an assignment list which is handed to the secretarial office .
;;;;;21;21  For each new assignment , it is also determined whether the medical file of the patient is required .
;;;;;22;22  This information is added to the assignment list .
;;;;;23;23  The secretarial office stores the assignment of each patient of the assignment list in the information system .
;;;;;24;24  It passes the produced registration cards to the first and second intaker of each newly assigned patient .
;;;;;25;25  An intaker keeps this registration with him at times when visiting the patient and in his close proximity when he is at the office .
;;;;;26;26  For each patient for which the medical file is required , the secretarial office prepares and sends a letter to the family doctor of the patient , requesting for a copy of the medical file .
;;;;;27;27  As soon as this copy is received , the secretarial office will inform the second intaker and add the copy to the patient file .
;;;;;28;28  The first intaker plans a meeting with the patient as soon as this is possible .
;;;;;29;29  During the first meeting , the patient is examined using a standard checklist which is filled out .
;;;;;30;30  Additional observations are registered in a personal notebook .
;;;;;31;31  After a visit , the first intaker puts a copy of these notes in the file of a patient .
;;;;;32;32  The standard checklist is also added to the patient 's file .
;;;;;33;33  The second intaker plans the first meeting only after the medical information of the physician .
;;;;;34;34  Physicians use dictaphones to record their observations made during meetings with patients .
;;;;;35;35  The secretarial office types out these tapes , after which the information is added to the patient file .
