act id;activity;match;errorcode;;phrase id;phrase
1;Request switch-over;0;;;0;0  The process is initiated by a switch-over request .
2;Enter customer data object;3;;;1;1  In doing so , the customer transmits his data to the customer service department of the company .
3;Check customer data;4;;;2;2  Customer service is a shared service center between the departments Sales and Distribution .
4;Perform error handling;5;;;3;3  The customer data is received by customer service and based on this data a customer data object is entered into the CRM system .
5;Check customer's first registration;7;;;4;4  After customer data has been entered it should then be compared with the internal customer data base and checked for completeness and plausibility .
6;Create customer;7;;;5;5  In case of any errors these should be corrected on the basis of a simple error list .
7;Prepare contract documents;9;;;6;6  The comparison of data is done to prevent individual customer data being stored multiple times .
8;Check contract documents;10;;;7;7  In case the customer does not exist in the customer data base , a new customer object is being created which will remain the data object of interest during the rest of the process flow .
9;Send documents;13;;;8;8  This object consists of data elements such as the customers name and address and the assigned power gauge .
10;Check for supplier concurrence;16;;;9;9  The generated customer object is then used , in combination with other customer data to prepare the contract documents for the power supplier switch -LRB- including data such as bank connection , information on the selected rate , requested date of switch-over -RRB- .
11;Check outcome of supplier check;19;;;10;10  In the following an automated check of the contract documents is carried out within the CIS -LRB- customer information system -RRB- in order to confirm their successful generation .
12;Create CIS contract;19;;;11;11  In case of a negative response , i.e. the contract documents are not -LRB- or incorrectly -RRB- generated , the causing issues are being analyzed and resolved .
13;Send switch offer;;m;;12;12  Subsequently the contract documents are generated once again .
14;Check offered switch contract;20;;;13;13  In case of a positive response a confirmation document is sent out to the customer stating that the switch-over to the new supplier can be executed .
15;Withdraw from switch contract;20;;;14;14  A request to the grid operator is automatically sent out by the CIS .
16;Confirm switch contract;20;;;15;15  It puts the question whether the customer may be supplied by the selected supplier in the future .
17;Send meter data;24;;;16;16  The switch-over request is checked by the grid operator for supplier concurrence , and the grid operator transmits a response comment .
18;Compute final billing;25;;;17;17  In the case of supplier concurrence the grid operator would inform all involved suppliers and demand the resolution of the conflict .
19;Import meter data;28;;;18;18  The grid operator communicates with the old supplier and carries out the termination of the sales agreement between the customer and the old supplier -LRB- i.e. the customer service -LRB- of the new supplier -RRB- does not have to interact with the old supplier regarding termination -RRB- .
;;;;;19;19  , customer service creates a CIS contract .
;;;;;20;20  The customer then has the chance to check the contract details and based on this check may decide to either withdraw from the switch contract or confirm it .
;;;;;21;21  Depending on the customers acceptance/rejection the process flow at customer service either ends -LRB- in case of withdrawal -RRB- or continues -LRB- in case of a confirmation -RRB- .
;;;;;22;22  An additional constraint is that the customer can only withdraw from the offered contract within 7 days after the 7th day the contract will be regarded as accepted and the process continues .
;;;;;23;23  The confirmation message by the customer is therefore not absolutely necessary -LRB- as it will count as accepted after 7 days in any way -RRB- but it can speed up the switch process .
;;;;;24;24  On the switch-date , but no later than 10 days after power supply has begun , the grid operator transmits the power meter data to the customer service and the old supplier via messages containing a services consumption report .
;;;;;25;25  At the same time , the grid operator computes the final billing based on the meter data and sends it to the old supplier .
;;;;;26;26  Likewise the old supplier creates and sends the final billing to the customer .
;;;;;27;27  For the customer as well as the grid operator the process ends then .
;;;;;28;28  After receiving the meter data customer service imports the meter data to systems that require the information .
;;;;;29;29  The process of winning a new customer ends here .
;;;;;;
;;;;;;
error codes: missing activity = m, wrong order = w, ambiguous = a, else leave empty;;;;;;
Original text;;;;;;
The process is initiated by a switch-over request.;;;;;;
In doing so, the customer transmits his data to the customer service department of the company.;;;;;;
Customer service is a shared service center between the departments Sales and Distribution.;;;;;;
The customer data is received by customer service and based on this data a customer data object is entered into the CRM system.;;;;;;
After customer data has been entered it should then be compared with the internal customer data base and checked for completeness and plausibility.;;;;;;
In case of any errors these should be corrected on the basis of a simple error list.;;;;;;
The comparison of data is done to prevent individual customer data being stored multiple times.;;;;;;
In case the customer does not exist in the customer data base, a new customer object is being created which will remain the data object of interest during the rest of the process flow.;;;;;;
This object consists of data elements such as the customers name and address and the assigned power gauge.;;;;;;
The generated customer object is then used, in combination with other customer data to prepare the contract documents for the power supplier switch (including data such as bank connection, information on the selected rate, requested date of switch-over).;;;;;;
In the following an automated check of the contract documents is carried out within the CIS (customer information system) in order to confirm their successful generation.;;;;;;
In case of a negative response, i.e. the contract documents are not (or incorrectly) generated, the causing issues are being analyzed and resolved.;;;;;;
Subsequently the contract documents are generated once again.;;;;;;
In case of a positive response a confirmation document is sent out to the customer stating that the switch-over to the new supplier can be executed.;;;;;;
A request to the grid operator is automatically sent out by the CIS.;;;;;;
It puts the question whether the customer may be supplied by the selected supplier in the future.;;;;;;
The switch-over request is checked by the grid operator for supplier concurrence, and the grid operator transmits a response comment.;;;;;;
In the case of supplier concurrence the grid operator would inform all involved suppliers and demand the resolution of the conflict.;;;;;;
The grid operator communicates with the old supplier and carries out the termination of the sales agreement between the customer and the old supplier (i.e. the customer service (of the new supplier) does not have to interact with the old supplier regarding termination).;;;;;;
If there are not any objections by the grid operator (i.e. no supplier concurrence), customer service creates a CIS contract.;;;;;;
The customer then has the chance to check the contract details and based on this check may decide to either withdraw from the switch contract or confirm it.;;;;;;
